year,context,cluster
1,en tehlikeli yerlerden biri kendi evleri tespitiyle yayınlanan bu raporda kadın cinayetlerinden yüzde 60 ının aile üyelerinden biri tarafından işlendiği belirtiliyor,59
1,sadece bazı kurumlara gönderilmiş ve açıklanmamış dünyada ve türkiye de kadın cinayetleri verileri ve analizler adını taşıyan polis akademisi yayını bu,34
1,3 bir polis şunu diyor özlem hanım ben size bir kadın olarak söyleyeyim bunu 4 çocuğun var 5 incisi benden olsun,71
1,4 çocuğun var 5 incisi benden olsun ister misin bir kadın olarak gerçekten bunu kabul etmek mümkün mü bırakın kadını bunu,44
1,faruk sağlam tutuklandı 25 ekimde de i stanbul da hdp kadın meclisi üyemiz nadiye gürbüz gözaltına alındı urfa da 1 i,52
1,de çok ciddi saldırılarla geliyor ak parti iktidarı uzun süredir kadın düşmanı politikalarla yürüyor kadınların kazanımlarına yönelik kadınların bütün kazanımlarını yok,4
1,ne oldu kadınlara ilk saldırı kayyumlarla yapıldı belediye eş başkanı kadın arkadaşlarımız görevlerinden alındı belediyelerdeki kadın kurumları kapatıldı kadınlar şiddetle baş,4
1,kayyumlarla yapıldı belediye eş başkanı kadın arkadaşlarımız görevlerinden alındı belediyelerdeki kadın kurumları kapatıldı kadınlar şiddetle baş başa bırakıldı dayanışma merkezleri kapatıldı,4
1,dört duvar arasına evlerine hapsetmeye çalıştılar ohal süresi boyunca kadınlar kadın cinayetlerine kurban gittiler fiziksel saldırılara maruz kaldılar ama bunların hiçbirinden,58
1,bugünse hiç değişen bir şey yok bugünse iktidarın gündeminde yine kadın kazanımlarına yönelik bir saldırı hattı var şimdi şöyle bir tartışma,31
1,nafakayı kadınlar almak zorunda kalıyor hiç düşündünüz mü acaba kaç kadın nafaka alabiliyor kaç kadın gerçekten mahkemeyle aldığı nafaka kararını tahsil,11
1,kalıyor hiç düşündünüz mü acaba kaç kadın nafaka alabiliyor kaç kadın gerçekten mahkemeyle aldığı nafaka kararını tahsil edip eline geçirebiliyor ya,58
1,istiyorsunuz çünkü kadınların erkek şiddetiyle yaşamaya zorunlu kalmasını istiyorsunuz çünkü kadın özgürlüğünden yana değilsiniz kadın bağımsızlığından yana değilsiniz kadını birey olarak,19
1,şiddetiyle yaşamaya zorunlu kalmasını istiyorsunuz çünkü kadın özgürlüğünden yana değilsiniz kadın bağımsızlığından yana değilsiniz kadını birey olarak görmüyorsunuz kadını ailenin içerisinde,38
1,için esas değil biz bunu şu sözlerinizden çok iyi biliyoruz kadın erkek eşitliğine inanmıyoruz sözlerinizden çok iyi biliyoruz kürtaj tartışmalarında çocuk,61
1,sizin istediğiniz bu sizin istediğiniz kadınlara biçilmiş hayat tarzı bu kadın düşmanlığınızdan vazgeçin hdp sıralarından alkışlar başkan aynı mahiyetteki önerge üzerinde,24
1,ve girilemeyen şehirler olağanüstü güvenlik paranoyası demek olağanüstü hâl olağanüstü kadın ölümleri demek ohal birileri olağanüstü kazançlar elde ederken diğerlerinin aşırı,58
1,değil kurumlara da dokundu tabii ki ohal ve khk ler kadın dernekleri çocuk dernekleri kapatıldı televizyonlar kapatıldı ve seçilmiş belediye başkanlarının,72
1,zihniyet grev kırıcıdır 154 bin kişi grev hakkını kullanamamış 624 kadın cinayete kurban gitmiş 387 çocuk istismara uğramış çalışmak zorunda bırakılan,72
1,yı da mı biz yaktık diyesi geliyor insanın allah insanları kadın ve erkek olarak yaratıp tüm insanları yine bu ikisinden türetti,5
1,yaratıp tüm insanları yine bu ikisinden türetti ve yeryüzüne yaydı kadın ve erkeklerin arasına da sevgi koydu bu allah ın ayetlerindendir,5
1,ve erkeklerin arasına da sevgi koydu bu allah ın ayetlerindendir kadın mı erkek mi olacağımıza da biz kendimiz karar vermedik kadın,5
1,kadın mı erkek mi olacağımıza da biz kendimiz karar vermedik kadın annemiz kızımız eşimiz gelinimizdir en hayırlılarımız eşlerimize karşı hayırlı olanlarımızdır,6
1,kızımız eşimiz gelinimizdir en hayırlılarımız eşlerimize karşı hayırlı olanlarımızdır bizde kadın havva dır hatice dir aişe dir fatıma dır hayme ana,6
1,dir fatıma dır hayme ana zübeyde hanım kara fatma satı kadın senem ayşe dir kadın veli rabia tül adeviyye dir peygamberimiz,7
1,ana zübeyde hanım kara fatma satı kadın senem ayşe dir kadın veli rabia tül adeviyye dir peygamberimiz hatice nin cennette olduğunu,7
1,onu üzen beni üzer buyurmuştur cennet bile ayaklarının altına serilen kadın başımızın tacıdır kadın hakları savunucuları kadın haklarının ne olduğunu gelip,8
1,üzer buyurmuştur cennet bile ayaklarının altına serilen kadın başımızın tacıdır kadın hakları savunucuları kadın haklarının ne olduğunu gelip biz müslümanlardan öğrensinler,8
1,bile ayaklarının altına serilen kadın başımızın tacıdır kadın hakları savunucuları kadın haklarının ne olduğunu gelip biz müslümanlardan öğrensinler ak parti sıralarından,8
1,bölgemin milletvekili mesleğinin gereği soru cevaba renk kattı sayın kılıç kadın haklarıyla ilgili bakış açısını sundu o da kendi zaviyesinden bir,58
1,yandan da gerçekten birleşmiş milletler raporuna da bakarak evlerde işlenen kadın cinayetlerini de görmek zorundadırlar sağ olun başkan teşekkür ederim buyurun,58
1,kürt türk arap alevi ermeni süryani ezidi çerkez laz sünni kadın genç yani bu ülkenin toplumsal ve inançsal tüm renklerini temsil,34
1,alanında halkın içinde olan hdp nin varlığı bunun teminatıdır sevgili kadın arkadaşlarım toplumun yarısını oluşturan kadınlara bu ülkede yaşam hakkı reva,37
1,reva görülmüyor ki kadına bütçe hakkı tanınsın en nihayetinde kadınlar kadın erkek eşitliğine 41 tbmm b 28 10 12 2018 o,50
1,bu zihniyetin sokaktaki yansıması da kadına şiddettir devletin şiddetini yaşayan kadın erkeğin şiddetini yaşayan kadın ekonomik sosyal krizin şiddetini yaşayan yine,9
1,da kadına şiddettir devletin şiddetini yaşayan kadın erkeğin şiddetini yaşayan kadın ekonomik sosyal krizin şiddetini yaşayan yine kadın kadına yönelik şiddette,9
1,erkeğin şiddetini yaşayan kadın ekonomik sosyal krizin şiddetini yaşayan yine kadın kadına yönelik şiddette sürekli işleyen üçlü bir mekanizma var devlet,9
1,hak ve temsiliyet sağlamayacaktır kadınlar haklarını ancak örgütlenerek mücadele ederek kadın ittifakı kurarak elde edebilir tüm kadınlara buradan çağrı yapıyorum haykırın,26
1,kadınlar hdp sıralarından alkışlar buradan siyasi parti ayrımı yapmaksızın tüm kadın parlamenter arkadaşlarıma da seslenmek isterim kadına yönelik şiddete karşı daha,37
1,sadece 4 ü kadınlarda sosyal yardım almak zorunda kalanların çoğu kadın 2019 a doğru yol aldığımız bugünlerde her 100 kadından 70,50
1,kadından 70 i çalışmak istediği hâlde çalışamıyor tarımda çalışanların yarısı kadın ama tamamı kayıt dışı 2016 faaliyet raporuna göre aile bakanlığı,64
1,vicdanı belediyelerine kayyum yerleştirilerek bugün aşağılanmıştır amed de esnaf bir kadın kendisiyle yapılan röportajda bizi ruhen kalben incittiler bizden oy istemesinler,29
1,10 12 2018 osmaniye milletvekili mücahit durmuşoğlu 5 aralık dünya kadın hakları günü ile 1 7 aralık acil sağlık hizmetleri haftası,50
1,o sebeple o anları da hatırlayarak ve aklımda bulundurarak özellikle kadın meselesiyle ilgili çok itidalli birkaç şeyin hatırlatmasını yapmak istiyorum kadın,19
1,kadın meselesiyle ilgili çok itidalli birkaç şeyin hatırlatmasını yapmak istiyorum kadın meselesi ak parti nin hiç vazgeçemeyeceği bir meseledir bizim açımızdan,61
1,kadınlara inanılmaz bir öncelik tanındığını hepimiz görüyoruz özellikle 2004 yılında kadın ve erkeklerin eşit haklara sahip olduğunun altını çizdik anayasal bir,61
1,zaman şunu çok net ifade etmek istiyorum ülkemizde hukuk önünde kadın ve erkek eşittir her daim eşittir fakat bu toplumdaki roller,61
1,b 28 10 12 2018 o 5 böyle baktığımız zaman kadın meselesiyle ilgili konuşmak için önce arka bahçelerin gerçeğini bir görmek,56
1,arka bahçenize bakın özlem zengi n devamla biz türkiye de kadın meselesinde yasakları kaldıran bir partiyiz her manada ak parti sıralarından,34
1,139 kişinin istihdamını gerçekleştirdik sosyal yardım ve istihdam ağını güçlendirerek kadın ve gençlerimizin istihdamını destekledik 2007 2017 yılları arasında 148 tbmm,10
1,arasında 148 tbmm b 28 10 12 2018 o 5 kadın istihdamımız 3 milyon 375 bin kişi artmıştır bu dönemde kadın,10
1,kadın istihdamımız 3 milyon 375 bin kişi artmıştır bu dönemde kadın istihdamını yüzde 63 oranında artıran ülkemiz oecd ve avrupa birliği,10
1,de bir kez daha benim ağzımdan duyun diyorum evet bugün kadın haklarına dair çokça şey söylendi ben size iki fotoğraf göstereceğim,54
1,komisyonunda da söylemiştim plan ve bütçe komisyonunun evet 3 üyesi kadın i çişleri bakanlığında tanık oldum bir tek kadın arkadaş vardı,32
1,3 üyesi kadın i çişleri bakanlığında tanık oldum bir tek kadın arkadaş vardı en arkada en köşede oturuyordu şimdi erkeklerin yaptığı,74
1,olmuyor şekil esası belirler deriz biz hukukçular evet şekil önemlidir kadın duyarlılığıyla yaklaşmak için kadınların orada bulunması gerekiyor diğer rakamları zamanım,11
1,kadınların orada bulunması gerekiyor diğer rakamları zamanım olmadığı için veremiyorum kadın haklarından söz edildi bizim 95 belediyede 48 kadın merkezimiz kapatıldı,11
1,için veremiyorum kadın haklarından söz edildi bizim 95 belediyede 48 kadın merkezimiz kapatıldı kadınlara sosyal ekonomik psikolojik danışmanlık yapan kadın merkezlerimiz,11
1,48 kadın merkezimiz kapatıldı kadınlara sosyal ekonomik psikolojik danışmanlık yapan kadın merkezlerimiz kayyumlar tarafından kapatıldı ve bugün bize deniyor ki kadın,11
1,kadın merkezlerimiz kayyumlar tarafından kapatıldı ve bugün bize deniyor ki kadın haklarına dair bir şey söylemeyin evet insanlar aç insanlar işsiz,29
1,köy okulu köy camisi ve halkevi ateşe verilmiş 5 i kadın olmak üzere toplam 33 vatandaşımız bölücü terör örgütü pkk tarafından,68
1,kadını hayatın her zeminine bir yenilgiyle başlamaya sevk ediyor biz kadın ve erkeğin yaradılıştan gelen farklarının ön kabulüyle sadece insan onuruna,34
1,değerli milletvekilleri 25 kasım kadına yönelik şiddetle mücadele günü ydü kadın anne olmakla cennet ayakları altına serilen eş olmakla erkek için,49
1,her şeyden öte engin bir kalbe sahip mukaddes bir varlıktır kadın ve şiddet sözcüklerinin yan yana kullanılması insanlık için şüphesiz ki,61
1,kendisini tehlikeye atan öztekin çocuğu kurtardı ama kendisi şehit oldu kadın yaşlı çocuk sivil ayrım yapmayan gözü dönmüş mikrofon otomatik cihaz,58
1,sadece 10 uzman doktor ataması yapıldı yozgat ta 9 ilçede kadın doğum uzmanı 7 ilçede çocuk uzmanı bulunmuyor 21 inci yüzyılda,1
1,bu yönde yapılan çalışmalar neden sizi bu kadar rahatsız ediyor kadın kavramını her fırsatta aileye indirgeyen bu zihniyetinizi de kınıyorum chp,5
1,aşılmadan çırak ve stajyer yaşlılık sigortası çıkarılmadan sosyal güvenlik öncesi kadın doğum borçlanması çıkarılmadan meclis tatile girmesin atanamayan öğretmen ve sağlıkçı,1
1,vatandaşlarımıza illallah dedirtecek oranda bir açık vardır örnek vermek gerekirse kadın doğum uzmanı sayısı önceden 7 iken şu an 2 doktor,61
1,züleyha gülüm i stanbul kadın özgürlük mücadelesi içinde yer alan kadın savunma ağı ndan kadınlar,12
1,züleyha gülüm i stanbul kadın özgürlük mücadelesi içinde yer alan kadın savunma ağı ndan kadınlar i zmir dikili de kiraladıkları özel,12
1,i zmir dikili de kiraladıkları özel bir alanda 3 üncü kadın yaz kampı düzenlemek istediler fakat i zmir jandarma komutanlığı güvenlik,58
1,jandarmanın görevi kadınların özgürlük mücadelesini engellemek değil kadınların önünü açmak kadın haklarının savunulmasının özgürlük mücadelesinin önünü açmaktır buradan ilgili bakanlığa ilgili,21
1,önünü açmaktır buradan ilgili bakanlığa ilgili yetkililere de seslenmiş olalım kadın savunma ağı nın kampının yapılması için gerekli koşullar sağlansın resmî,24
1,şahi n hatay teşekkür ederim sayın başkan 2019 da 160 kadın öldürüldü 35 çocuk cinsel istismara uğradı 72 kadın şiddet gördü,13
1,da 160 kadın öldürüldü 35 çocuk cinsel istismara uğradı 72 kadın şiddet gördü kadın istihdamı ise yüzde 32 çocuk sebebiyle 2,13
1,öldürüldü 35 çocuk cinsel istismara uğradı 72 kadın şiddet gördü kadın istihdamı ise yüzde 32 çocuk sebebiyle 2 milyon 342 bin,13
1,istihdamı ise yüzde 32 çocuk sebebiyle 2 milyon 342 bin kadın çalışmıyor toplumsal cinsiyet uçurumunda 149 ülke arasında 130 uncuyuz kadınlar,13
1,japonya dan esinlenerek kadınların toplumsal hayattaki yerini sağlamlaştırmaktan çok uzak kadın üniversitesi öneriyor yök başkanına talimat veriyor on birinci kalkınma planı,20
1,hâlen rehin tutulma durumu devam etmektedir ömrü mücadeleyle geçen bir kadın bir belediye başkanı bir milletvekili iki çocuğu olan bir anne,61
1,kalan bu bütçeyi milyonlara dayatıyorsunuz bakın 1 milyon 198 bin kadın koruma kararı aldırmışsa beş yılda 406 bin kadın şiddete uğramışsa,10
1,198 bin kadın koruma kararı aldırmışsa beş yılda 406 bin kadın şiddete uğramışsa sekiz yılda 2 082 kadın öldürülmüşse 2017 de,10
1,yılda 406 bin kadın şiddete uğramışsa sekiz yılda 2 082 kadın öldürülmüşse 2017 de sadece i şkur a başvuran kadın sayısı,50
1,082 kadın öldürülmüşse 2017 de sadece i şkur a başvuran kadın sayısı 2 milyona ulaşmışsa 20 milyon kadın istihdamda yoksa kız,10
1,şkur a başvuran kadın sayısı 2 milyona ulaşmışsa 20 milyon kadın istihdamda yoksa kız çocuklarının yüzde 34 ü eğitimden erken ayrılıyorsa,10
1,bir siyasetçi ananı da al git affedersin ermeni kız mıdır kadın mıdır alevi diye sözler ağzına alamazdı siyasetçilerin hepsinin diploması vardı,11
1,mecliste yaş ortalaması en genç partiyiz biz yine bu meclisteki kadın temsiliyeti en yüksek olan partiyiz yine dili dini inancı kültürü,34
1,var bir dinler ve mezhepler arasındaki iki kimlikler arasındaki üç kadın erkek arasındaki dört egemenler ile ekoloji arasındaki beş zenginler ile,46
1,diyanet bütçesi kaç bakanlığı geçiyor olsun ama diğerlerini de görelim kadın erkek eşitsizliği değerli arkadaşlar bize göre kadının özgür olmadığı bir,4
1,dert bitmez aile özgürleşmezse toplum toplum özgürleşmezse cihan özgürleşmez siyasette kadın sınırlandırılmıştır 600 vekilin sadece 104 ü 16 bakanın sadece 2,23
1,bakanın sadece 2 si 49 bakan yardımcısının sadece 4 ü kadın bazı raporlara göre ve bazı basın kuruluşlarına göre 13 928,10
1,bazı raporlara göre ve bazı basın kuruluşlarına göre 13 928 kadın bugüne kadar öldürülmüş son on altı yılda evet akp iktidarında,4
1,iktidarında değerli arkadaşlar 15 yaş üstü nüfusun 20 milyonu erkek kadın ne kadar 9 milyon fark 11 milyon dolayısıyla burada kadın,14
1,kadın ne kadar 9 milyon fark 11 milyon dolayısıyla burada kadın yok 144 ülke içerisinde kadın erkek ücret eşitsizliğinde türkiye 131,14
1,fark 11 milyon dolayısıyla burada kadın yok 144 ülke içerisinde kadın erkek ücret eşitsizliğinde türkiye 131 inci sırada egemenler ekolojiyi tahrip,14
1,yapabiliyor mu rtük ün kibarca kuşak programları olarak andığı işte kadın yemek evlilik izdivaç gibi programların izleyici nezdindeki itibarı yüzde 50,66
1,ve genç işsizliği şu anda yüzde 21 e dayanmış durumda kadın gençlerimizin işsizlik oranı da yüzde 26 5 a dayanmış durumda,11
1,katliamı insanlık tarihine geçecek en büyük ayıplardan biridir hâlâ yüzlerce kadın işi d lilerin elinde rehine durumundadır bu coğrafyada hiçbir kültürün,61
1,yi anmak istiyorum kürt dengbej ayşe şan ı destansı bir kadın anmak istiyorum ve buradan yine sayın kültür bakanına ali öztunç,59
1,müsait kelimesi için flört etmeye hazır olan kolayca flört edebilen kadın yazıyor esnaf kelimesi için kötü yola sapmış kadın yazıyor teslim,15
1,flört edebilen kadın yazıyor esnaf kelimesi için kötü yola sapmış kadın yazıyor teslim etmek kelimesi için bir kadının bir erkeğe kendini,15
1,erkeğe kendini vermesi yazıyor oynak kelimesi için ağırbaşlı olmayan hoppa kadın yazıyor kötü yola düşmek kelimesi için kötü kadın olmak taze,15
1,olmayan hoppa kadın yazıyor kötü yola düşmek kelimesi için kötü kadın olmak taze kelimesi için genç kadın yazıyor yollu kelimesi için,15
1,düşmek kelimesi için kötü kadın olmak taze kelimesi için genç kadın yazıyor yollu kelimesi için kolayca elde edilen kadın yazıyor yine,15
1,için genç kadın yazıyor yollu kelimesi için kolayca elde edilen kadın yazıyor yine sözlükte erkek sözcüğü sözüne güvenilir mert kadın sözcüğü,15
1,edilen kadın yazıyor yine sözlükte erkek sözcüğü sözüne güvenilir mert kadın sözcüğü ise analık veya ev yönetimi bakımından gereken önlemleri becerileri,59
1,yerle bir etti bu şehirlerde yaşayan insanlarımızı çocuk yaşlı genç kadın erkek ayırımı yapmadan yaşam haklarını ihlal etti göçe zorladı yetmedi,5
1,linçler örgütlenmektedir örnek vermek gerekirse kırıkkale üniversitesinde okuyan genç bir kadın sırf adı kürtçe olduğu için yine aynı şekilde kocaeli üniversitesinde,69
1,4 ayrı markette anket yapılmıştır bu anketlere göre 221 i kadın 179 u erkek 400 kişi üzerinde inceleme yapıldı bu incelemeler,17
1,yoktur ve ne yazık ki genç ve ne yazık ki kadın yoktur aslan payı her yıl olduğu gibi aslan payı her,16
1,artırarak mevcut kooperatiflerin kurumsal yapılarını güçlendirip yeni alanlarda kooperatiflerin kurulmasını kadın kooperatiflerini teşvik ederek kooperatifçiliğin ülke ekonomisine katkısını artıracağız exi mbank,49
1,hiçbir kademesinin sorunlarını çözmeden bekleyen onca sorun varken bir oldubittiyle kadın üniversitesi açmayı bu planın içine koyan bu iktidarla bu kadrolarla,69
1,bursa bugün srebrenitsa katliamının 24 üncü yılı 11 temmuz 1995 kadın erkek çocuk yaşlı demeden 8 372 müslüman boşnak kardeşimiz hunharca,50
1,mezar taşına yazıldı soykırımın en küçük kurbanı olarak tarihe geçti kadın erkek genç yaşlı bebek demeden 8 binden fazla masumun acısı,32
1,edenler olarak suçlamaya mı çalışıyorsunuz net konuşun kalkıp da burada kadın mağduriyeti üzerinden bir devlet suçlaması başka bir argüman yaratmaya uluslararası,58
1,kapatıldı başkan sistemi açalım lütfen muhammed levent bülbül sakarya burada kadın mağduriyeti varsa istismarı varsa yapan da yaptırılan kurum da yansın,58
1,mersin sayın başkan başkan sayın kurtulan zülfü demi rbağ elâzığ kadın istismarını yapan pkk kim olacak hi şyar özsoy diyarbakır bir,58
1,söz alıp orada konuşun ya zülfü demi rbağ elâzığ pkk kadın istismarını yapan pkk başkan arkadaşlar müsaade edin grup başkan vekilleri,21
1,uyuşturucu payı vardır ve bu üleşilir muhammed levent bülbül sakarya kadın istismarından bahsedin cinsel istismardan bahsedin sistematik tarafını anlatın fatma kurtulan,23
1,uğrayan kadınların sayısını verdim haziran ayı içerisinde 400 e yakın kadın mağdur olmuş bu durumdan bunlar sistematik değil de nedir o,35
1,gibi kendilerinin de burada olmasını önemsiyorum parti genel başkanlarının bir kadın olmasını önemsiyorum dolayısıyla sataşmaya girmeyeceğim bunu kendime de partime de,72
1,bulunmak yerine her geçen gün yozlaşan ülkenin toplumsal yapısıyla ilgili kadın cinayetlerinin engellenmesi cinsel istismar vakaları suç hırsızlıkla mücadele ve huzurlu,18
1,toplumsal cinsiyet eşitliğine ve eşitlik kavramına karşı alerjimiz var dedi kadın erkek eşitliğine inanmıyorum eşitlik fıtrata aykırıdır diyen birilerinin sesi yök,23
1,birilerinin sesi yök ten ve millî eğitim bakanlığından âdeta yankılanıyor kadın erkek eşitlik ilkesi eş değer ve adalet gibi kavramlar kullanılarak,46
1,da tayad ın düzenlediği bir gösteride merve demirel isimli bir kadın öğrenciye yönelik taciz apaçık ortadayken ankara emniyetinin olayı örtbas edici,0
1,olayıdır azerbaycan cumhuriyeti nin resmî açıklamasına göre saldırıda 106 sı kadın 83 ü çocuk olmak üzere toplam 613 azerbaycanlı hayatını kaybetmiştir,4
1,ama bunun da yanlış olduğunu söylüyorum olmamalıydı keşke orada bir kadın polis olsaydı onlar müdahil olsalardı ama buradan yola çıkarak da,58
1,müdürünün babası fetö cüdür demesi tıpkı her gün takip ettiğimiz kadın cinayetlerinde yemeğin 780 tbmm b 54 19 2 2019 o,18
1,niye gittin kapının eşiğine niye gittin seni çok seviyorum diyerek kadın cinayetlerini gerekçelendirme mantığının bir benzeridir eril zihniyetin bir yaklaşımıdır biz,46
1,şunu ifade etmek isterim ben çok uzun yıllar i stanbul kadın kolları başkanlığı yaptım kadın olarak siyasette var olmanın zorluğunu yaşadım,32
1,ben çok uzun yıllar i stanbul kadın kolları başkanlığı yaptım kadın olarak siyasette var olmanın zorluğunu yaşadım gördüm arkadaşlarım için mücadele,21
1,eminim büyük gayret sarf ediyor biz de öyle yapıyoruz diğer kadın arkadaşlarımız da bunu yapıyorlar yani burada birbirimizi itham etmeden bu,61
1,kimseyi savunan bir cümle kullanmadım bakın çok sakin geçti bütün kadın arkadaşlarımız söz aldı konuştuk herhâlde arkadaşımızın kendisi burada değildi dinlemedi,29
1,nfaz sisteminde sivil toplum derneği ci sst faaliyetleri çerçevesinde bakırköy kadın kapalı ceza i nfaz kurumunda kalan kız çocuklarıyla yaptıkları mektuplaşmalar,23
1,gel tamam gel hadi güli zar bi çer karaca denizli kadın dövecek ya özgür özel manisa ne yapacaksın gelip dövecek misin,58
