original_name,canonical_name,reason,original_party,original_terms,merged_party,merged_terms
Fuat Kılıç,Suat Kılıç,fuzzy_match,Adalet ve Kalkınma Partisi(2002-2023)Yeniden Refah Partisi(2023-günümüz),"[22, 23, 24]",Adalet ve Kalkınma Partisi(2002-2023)Yeniden Refah Partisi(2023-günümüz),"[22, 23, 24]"
Akın Birdal,Akın BirdaP,fuzzy_match,,[],,[]
Osman Coşkunoğlu’n,Osman Coşkunoğlu,fuzzy_match,,"[22, 23]",,"[22, 23]"
Kemal Kılıçdaroğlu,Kemal Kıhçdaroğlu,fuzzy_match,Cumhuriyet Halk Partisi(2002-günümüz),"[22, 23, 24, 25, 26, 27]",Cumhuriyet Halk Partisi(2002-günümüz),"[22, 23, 24, 25, 26, 27]"
Türkân Turgut Artkan,Türkân Turgut Arıkan,fuzzy_match,Anavatan PartisiVatandaş PartisiDoğru Yol Partisi,[17],Anavatan PartisiVatandaş PartisiDoğru Yol Partisi,[17]
Türkân Turgut Arikan,Türkân Turgut Arıkan,fuzzy_match,Anavatan PartisiVatandaş PartisiDoğru Yol Partisi,[17],Anavatan PartisiVatandaş PartisiDoğru Yol Partisi,[17]
Fatik Tarımcoğlu,Faik Tarımcıoğlu,fuzzy_match,Milliyetçi Demokrasi PartisiHür Demokrat PartiAnavatan Partisi,"[17, 18]",Milliyetçi Demokrasi PartisiHür Demokrat PartiAnavatan Partisi,"[17, 18]"
Hilmi Naltantıoğlu,Hilmi Nalbantoğlu,fuzzy_match,,[],,[]
Hilmi Nalbantıoğlu,Hilmi Nalbantoğlu,fuzzy_match,,[],,[]
Hilmi Nalbanıoğlu,Hilmi Nalbantoğlu,fuzzy_match,,[],,[]
Mahmut Altunakar,Mahmud Altunakar,fuzzy_match,,[],,[]
Hilmi Nalbantoglu,Hilmi Nabantoglu,fuzzy_match,,[],,[]
Hilmi Nalbantoğlu,Hilmi Nabantoglu,fuzzy_match,,[],,[]
Hilmi Nalbantıoğlu,Hilmi Nabantoglu,fuzzy_match,,[],,[]
Ülkü Söylemezöğlu,Ülkü Söylemezoğlu,fuzzy_match,Hür Demokrat Parti (Türkiye),"[17, 18]",Hür Demokrat Parti (Türkiye),"[17, 18]"
Bülent Akarcali,Bülent Akarcaİ,fuzzy_match,Anavatan Partisi(1983-2002)Adalet ve Kalkınma Partisi(2009),"[17, 18, 19, 20, 21]",Anavatan Partisi(1983-2002)Adalet ve Kalkınma Partisi(2009),"[17, 18, 19, 20, 21]"
Kâzım Özev,Kâzim Özev,fuzzy_match,,[],,[]
Rıza Ilıman,Riza Ilıman,fuzzy_match,,[],,[]
"Ali Karaoba’nın Uşak halkı adına yeni bir devlet
hastanesi istediklerine ilişkin açıklaması                                                 296
      19.- Hatay Milletvekili Mehmet Güzelmansur",Ali Karaoba’nın Uşak halkı adına yeni bir devlet hastanesi istediklerine ilişkin açıklaması 296 19.- Hatay Milletvekili Mehmet Güzelmansur,apostrophe_removal,,[],,[]
"Gülcan Kış, Pamukluk Barajı’na ilişkin
açıklaması                                                                                         50:51
    14.- Konya Milletvekili Ünal Karaman","Gülcan Kış, Pamukluk Barajı’na ilişkin açıklaması 50:51 14.- Konya Milletvekili Ünal Karaman",apostrophe_removal,,[],,[]
Murat               Çan,Murat Çan,apostrophe_removal,Cumhuriyet Halk Partisi,[28],Cumhuriyet Halk Partisi,[28]
"Engin Altay, TBMM Başkan Vekili Mustafa
Şentop’a başarılar dilediğine, Genel Kurul çalışmalarında uygulama birliği
sağlamak adına Meclis Başkan Vekillerinin Divan toplantısında bazı
konuları değerlendirmelerinde fayda olduğuna ve yaşadığı yangın nedeniyle
Yunanistan halkına geçmiş olsun dileğinde bulunduğuna, yaraların sarılması
için Türkiye’nin kendine yakışanı yapacağına ilişkin açıklaması                       553:554



                                                                                          499
TBMM                                             B: 10                           25 . 7 . 2018
                                                                                      Sayfa
      21.- Çanakkale Milletvekili Bülent Turan","Engin Altay, TBMM Başkan Vekili Mustafa Şentop’a başarılar dilediğine, Genel Kurul çalışmalarında uygulama birliği sağlamak adına Meclis Başkan Vekillerinin Divan toplantısında bazı konuları değerlendirmelerinde fayda olduğuna ve yaşadığı yangın nedeniyle Yunanistan halkına geçmiş olsun dileğinde bulunduğuna, yaraların sarılması için Türkiye’nin kendine yakışanı yapacağına ilişkin açıklaması 553:554 499 TBMM B: 10 25 . 7 . 2018 Sayfa 21.- Çanakkale Milletvekili Bülent Turan",apostrophe_removal,,[],,[]
"Engin Altay,    Sivas Milletvekili Mehmet
Habib Soluk’un CHP grup önerisi üzerinde AK PARTİ Grubu adına yaptığı
konuşmasındaki bazı ifadelerine ilişkin açıklaması                                    568:569
      24.- Kars Milletvekili Ayhan Bilgen","Engin Altay, Sivas Milletvekili Mehmet Habib Soluk’un CHP grup önerisi üzerinde AK PARTİ Grubu adına yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 568:569 24.- Kars Milletvekili Ayhan Bilgen",apostrophe_removal,,[],,[]
Yıldırım    Kaya,Yıldırım Kaya,apostrophe_removal,Özgürlük ve Dayanışma Partisi(1996-2001)Cumhuriyet Halk Partisi(2014-günümüz),[27],Özgürlük ve Dayanışma Partisi(1996-2001)Cumhuriyet Halk Partisi(2014-günümüz),[27]
Abdurrahman     Tutdere,Abdurrahman Tutdere,apostrophe_removal,Cumhuriyet Halk Partisi(1998-günümüz),"[27, 28]",Cumhuriyet Halk Partisi(1998-günümüz),"[27, 28]"
Mehmet    Taytak,Mehmet Taytak,apostrophe_removal,Milliyetçi Hareket Partisi,"[27, 28]",Milliyetçi Hareket Partisi,"[27, 28]"
"İsmail Koncuk’un 90 sıra sayılı Kanun Teklifi’nin
ikinci bölümü üzerinde İYİ PARTİ Grubu adına yaptığı konuşmasındaki bazı
ifadelerine ilişkin açıklaması                                                          192:193
      28.- Düzce Milletvekili Ümit Yılmaz",İsmail Koncuk’un 90 sıra sayılı Kanun Teklifi’nin ikinci bölümü üzerinde İYİ PARTİ Grubu adına yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 192:193 28.- Düzce Milletvekili Ümit Yılmaz,apostrophe_removal,,[],,[]
Ömer   Faruk   Gergerlioğlu’n,Ömer Faruk Gergerlioğlu’n,apostrophe_removal,HDP(2018-2023)DEM Parti(2023-günümüz),"[27, 28]",HDP(2018-2023)DEM Parti(2023-günümüz),"[27, 28]"
"Mustafa Adıgüzel’in 90 sıra sayılı Kanun
Teklifi’nin 3’üncü maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki
bazı ifadelerine ilişkin açıklaması                                                        96
     57.- Millî Eğitim, Kültür, Gençlik ve Spor Komisyonu Başkanı Emrullah
İşler","Mustafa Adıgüzel’in 90 sıra sayılı Kanun Teklifi’nin 3’üncü maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 96 57.- Millî Eğitim, Kültür, Gençlik ve Spor Komisyonu Başkanı Emrullah İşler",apostrophe_removal,,[],,[]
Kazım     Arslan,Kazım Arslan,apostrophe_removal,,[],,[]
"Bülent Turan, Gaziantep Milletvekili
Mahmut Toğrul’un yaptığı açıklamasındaki bazı ifadelerine ve “AİHM’in her
kararı doğrudur.” diyemeyeceklerine ilişkin açıklaması                               498:500
    31.- Kocaeli Milletvekili Lütfü Türkkan","Bülent Turan, Gaziantep Milletvekili Mahmut Toğrul’un yaptığı açıklamasındaki bazı ifadelerine ve “AİHM’in her kararı doğrudur.” diyemeyeceklerine ilişkin açıklaması 498:500 31.- Kocaeli Milletvekili Lütfü Türkkan",apostrophe_removal,,[],,[]
"Alpay Antmen, baroların hukukun güvencesi
olduğuna, avukatların hukuksuzluklar karşısında susmadığına ve susmayacağına
ilişkin açıklaması                                                                      1028

                                                                                       1001
TBMM                                             B: 56                             21 . 2 . 2019
                                                                                        Sayfa
     25.- Diyarbakır Milletvekili Garo Paylan","Alpay Antmen, baroların hukukun güvencesi olduğuna, avukatların hukuksuzluklar karşısında susmadığına ve susmayacağına ilişkin açıklaması 1028 1001 TBMM B: 56 21 . 2 . 2019 Sayfa 25.- Diyarbakır Milletvekili Garo Paylan",apostrophe_removal,,[],,[]
"Mustafa Destici, Antalya Milletvekili Deniz
Baykal’ın yemin etmiş olmasından memnuniyet duyduğuna, Sakarya
Kışlası’nda meydana gelen patlamada yaralanan Mehmetçiklere şifa niyaz
ettiğine, 21 Şubat Bayburt ilinin düşman işgalinden kurtuluşunun 101’inci
yıl dönümünü kutladığına, Çanakkale ilinde meydana gelen deprem
nedeniyle geçmiş olsun dileğinde bulunduğuna, Türkiye’ye kaçak yollarla
giren Ermenistan vatandaşlarıyla ilgili sözlerinin çarpıtıldığına, 26 Şubat
Hocalı katliamının 27’nci yıl dönümüne, 21 Şubat Dünya Ana Dili Günü’ne,
Alparslan Türkeş adının ünversiteye verilmesinin memnuniyet verici
olduğuna ilişkin açıklaması                                                          1036:1037

1002
TBMM                                             B: 56                           21 . 2 . 2019
                                                                                      Sayfa
    32.- İstanbul Milletvekili Erkan Baş","Mustafa Destici, Antalya Milletvekili Deniz Baykal’ın yemin etmiş olmasından memnuniyet duyduğuna, Sakarya Kışlası’nda meydana gelen patlamada yaralanan Mehmetçiklere şifa niyaz ettiğine, 21 Şubat Bayburt ilinin düşman işgalinden kurtuluşunun 101’inci yıl dönümünü kutladığına, Çanakkale ilinde meydana gelen deprem nedeniyle geçmiş olsun dileğinde bulunduğuna, Türkiye’ye kaçak yollarla giren Ermenistan vatandaşlarıyla ilgili sözlerinin çarpıtıldığına, 26 Şubat Hocalı katliamının 27’nci yıl dönümüne, 21 Şubat Dünya Ana Dili Günü’ne, Alparslan Türkeş adının ünversiteye verilmesinin memnuniyet verici olduğuna ilişkin açıklaması 1036:1037 1002 TBMM B: 56 21 . 2 . 2019 Sayfa 32.- İstanbul Milletvekili Erkan Baş",apostrophe_removal,,[],,[]
Mehmet        Cihat   Sezal,Mehmet Cihat Sezal,apostrophe_removal,,[27],,[27]
"Plan ve Bütçe Komisyonu Sözcüsü Cemal
Öztürk",Plan ve Bütçe Komisyonu Sözcüsü Cemal Öztürk,apostrophe_removal,Deniz Yücel,[],Deniz Yücel,[]
"Erkan
Akçay ve İstanbul Milletvekili Yavuz Ağıralioğlu’nun yaptığı açıklamalarındaki
bazı ifadelerine ilişkin açıklaması                                                           962
      49.- Kars Milletvekili Ayhan Bilgen",Erkan Akçay ve İstanbul Milletvekili Yavuz Ağıralioğlu’nun yaptığı açıklamalarındaki bazı ifadelerine ilişkin açıklaması 962 49.- Kars Milletvekili Ayhan Bilgen,apostrophe_removal,,[],,[]
"Özgür Özel’in ve Kocaeli Milletvekili Lütfü Türkkan’ın yaptığı açıklamasındaki
bazı ifadelerine ilişkin açıklaması                                                                        1133
     57.- Manisa Milletvekili Özgür Özel",Özgür Özel’in ve Kocaeli Milletvekili Lütfü Türkkan’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 1133 57.- Manisa Milletvekili Özgür Özel,apostrophe_removal,,[],,[]
Ahmet      Çolakoğlu’n,Ahmet Çolakoğlu’n,apostrophe_removal,Adalet ve Kalkınma Partisi,"[27, 28]",Adalet ve Kalkınma Partisi,"[27, 28]"
Ahmet      Kaya,Ahmet Kaya,apostrophe_removal,,[],,[]
Mehmet    Naci    Bostancı,Mehmet Naci Bostancı,apostrophe_removal,Adalet ve Kalkınma Partisi,"[24, 25, 26, 27]",Adalet ve Kalkınma Partisi,"[24, 25, 26, 27]"
Serkan    Topal,Serkan Topal,apostrophe_removal,Cumhuriyet Halk Partisi,"[25, 26, 27]",Cumhuriyet Halk Partisi,"[25, 26, 27]"
"Doğan Kubat’ın babasına Cenab-ı Allah’tan
rahmet dilediğine ilişkin açıklaması                                                      583:584



534
TBMM                                              B: 80                             21 . 5 . 2019
                                                                                         Sayfa
    30.- Manisa Milletvekili Özgür Özel",Doğan Kubat’ın babasına Cenab-ı Allah’tan rahmet dilediğine ilişkin açıklaması 583:584 534 TBMM B: 80 21 . 5 . 2019 Sayfa 30.- Manisa Milletvekili Özgür Özel,apostrophe_removal,,[],,[]
Özgür    Özel,Özgür Özel,apostrophe_removal,Cumhuriyet Halk Partisi,"[24, 25, 26, 27, 28]",Cumhuriyet Halk Partisi,"[24, 25, 26, 27, 28]"
"Garo Paylan’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin
açıklaması                                                                                1192
      42.- Ordu Milletvekili Cemal Enginyurt",Garo Paylan’ın yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 1192 42.- Ordu Milletvekili Cemal Enginyurt,apostrophe_removal,,[],,[]
Özgür     Özel,Özgür Özel,apostrophe_removal,Cumhuriyet Halk Partisi,"[24, 25, 26, 27, 28]",Cumhuriyet Halk Partisi,"[24, 25, 26, 27, 28]"
"Mehmet
Güzelmansur’un yaptığı gündem dışı konuşmasındaki bazı ifadelerine ilişkin
açıklaması                                                                               1060:1061
     33.- Antalya Milletvekili Aydın Özer",Mehmet Güzelmansur’un yaptığı gündem dışı konuşmasındaki bazı ifadelerine ilişkin açıklaması 1060:1061 33.- Antalya Milletvekili Aydın Özer,apostrophe_removal,,[],,[]
Tülay   Kaynarca,Tülay Kaynarca,apostrophe_removal,,"[24, 25, 26, 27]",,"[24, 25, 26, 27]"
"Erol Katırcıoğlu’nun 41 sıra
sayılı Kanun Teklifi’nin 32’nci maddesiyle ilgili önerge üzerinde yaptığı
konuşmasındaki bazı ifadelerine ilişkin açıklaması                                        648:649
      27.- Adana Milletvekili İsmail Koncuk",Erol Katırcıoğlu’nun 41 sıra sayılı Kanun Teklifi’nin 32’nci maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 648:649 27.- Adana Milletvekili İsmail Koncuk,apostrophe_removal,,[],,[]
"Cahit
Özkan’ın sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine ilişkin
açıklaması                                                                              80:81
    42.- Denizli Milletvekili Cahit Özkan",Cahit Özkan’ın sataşma nedeniyle yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 80:81 42.- Denizli Milletvekili Cahit Özkan,apostrophe_removal,,[],,[]
Sefer   Aycan,Sefer Aycan,apostrophe_removal,Milliyetçi Hareket Partisi,"[25, 27]",Milliyetçi Hareket Partisi,"[25, 27]"
"Fatma Kurtulan’ın yaptığı açıklamasındaki bazı ifadelerine
ve Milliyetçi Hareket Partisi olarak 82 milyon Türkiye’nin huzurlu olması
için fedakârlık göstereceklerine, asla ve asla terör odaklarına müsaade
etmeyeceklerine ilişkin açıklaması                                                      144:145
     26.- Mersin Milletvekili Fatma Kurtulan","Fatma Kurtulan’ın yaptığı açıklamasındaki bazı ifadelerine ve Milliyetçi Hareket Partisi olarak 82 milyon Türkiye’nin huzurlu olması için fedakârlık göstereceklerine, asla ve asla terör odaklarına müsaade etmeyeceklerine ilişkin açıklaması 144:145 26.- Mersin Milletvekili Fatma Kurtulan",apostrophe_removal,,[],,[]
"Mensur Işık’ın 10 sıra sayılı 2019 Yılı Bütçe Kanun Teklifi ile 11 sıra sayılı
2017 Yılı Kesin Hesap Kanunu Tasarısı’nın birinci tur görüşmelerinde HDP
Grubu adına yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması                      88
     15.- Ankara Miletvekili Mehmet Naci Bostancı",Mensur Işık’ın 10 sıra sayılı 2019 Yılı Bütçe Kanun Teklifi ile 11 sıra sayılı 2017 Yılı Kesin Hesap Kanunu Tasarısı’nın birinci tur görüşmelerinde HDP Grubu adına yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 88 15.- Ankara Miletvekili Mehmet Naci Bostancı,apostrophe_removal,,[],,[]
Mehmet Mehdi           Eker,Mehmet Mehdi Eker,apostrophe_removal,Adalet ve Kalkınma Partisi,"[22, 23, 24, 26, 27]",Adalet ve Kalkınma Partisi,"[22, 23, 24, 26, 27]"
"Erkan
Aydın ve Manisa Milletvekili Özgür Özel’in yaptığı açıklamalarındaki bazı
ifadelerine ilişkin açıklaması                                                         750:751
      40.- İzmir Milletvekili Tamer Osmanağaoğlu’n",Erkan Aydın ve Manisa Milletvekili Özgür Özel’in yaptığı açıklamalarındaki bazı ifadelerine ilişkin açıklaması 750:751 40.- İzmir Milletvekili Tamer Osmanağaoğlu’n,apostrophe_removal,,[],,[]
İbrahim   Yurdunuseven,İbrahim Yurdunuseven,apostrophe_removal,Adalet ve Kalkınma Partisi(2004-günümüz),"[27, 28]",Adalet ve Kalkınma Partisi(2004-günümüz),"[27, 28]"
Neslihan   Hancıoğlu’n,Neslihan Hancıoğlu’n,apostrophe_removal,Cumhuriyet Halk Partisi,[27],Cumhuriyet Halk Partisi,[27]
Muhammet       Emin    Akbaşoğlu’n,Muhammet Emin Akbaşoğlu’n,apostrophe_removal,Adalet ve Kalkınma Partisi,"[25, 26, 27, 28]",Adalet ve Kalkınma Partisi,"[25, 26, 27, 28]"
Yavuz   Ağıralioğlu’n,Yavuz Ağıralioğlu’n,apostrophe_removal,Büyük Birlik Partisi(1997-2011)Bağımsız(2011-2018)İYİ Parti(2018-2023)Bağımsız(2023-2024)Anahtar Parti(2024-günümüz),[27],Büyük Birlik Partisi(1997-2011)Bağımsız(2011-2018)İYİ Parti(2018-2023)Bağımsız(2023-2024)Anahtar Parti(2024-günümüz),[27]
"Bülent Turan’ın 29 Ekim cumhuriyetin
ilanının 95’inci yıl dönümünü kutladığına, cumhuriyetin doksan beş yıllık
tarihinin gözden geçirilmesi gereken derslerle dolu olduğuna, Gazi Mustafa
Kemal Atatürk başta olmak üzere şehitleri rahmetle andığına, 29 Ekim
Necmettin Erbakan’ı 92’nci doğum yıl dönümünde minnetle yâd ettiğine, 29
Ekim-4 Kasım Kızılay Haftası’na ilişkin açıklaması                                  1091:1092
     21.- Manisa Milletvekili Özgür Özel","Bülent Turan’ın 29 Ekim cumhuriyetin ilanının 95’inci yıl dönümünü kutladığına, cumhuriyetin doksan beş yıllık tarihinin gözden geçirilmesi gereken derslerle dolu olduğuna, Gazi Mustafa Kemal Atatürk başta olmak üzere şehitleri rahmetle andığına, 29 Ekim Necmettin Erbakan’ı 92’nci doğum yıl dönümünde minnetle yâd ettiğine, 29 Ekim-4 Kasım Kızılay Haftası’na ilişkin açıklaması 1091:1092 21.- Manisa Milletvekili Özgür Özel",apostrophe_removal,,[],,[]
Utku      Çakırözer,Utku Çakırözer,apostrophe_removal,Cumhuriyet Halk Partisi,"[25, 26, 27, 28]",Cumhuriyet Halk Partisi,"[25, 26, 27, 28]"
Ayhan       Erel,Ayhan Erel,apostrophe_removal,Milliyetçi Hareket Partisi(2007-2017)İYİ Parti(2017-2024)Anahtar Parti(2024-günümüz),[27],Milliyetçi Hareket Partisi(2007-2017)İYİ Parti(2017-2024)Anahtar Parti(2024-günümüz),[27]
"Özgür Özel’e geçmiş olsun dileğinde bulunduğuna ilişkin
açıklaması                                                                                      826
     39.- İstanbul Milletvekili Mehmet Muş, Ağrı Milletvekili Dirayet Dilan
Taşdemir’in görüşülmekte olan 174 sıra sayılı Kanun Teklifi’nin ikinci bölümü
üzerinde HDP Grubu adına yaptığı konuşmasındaki bazı ifadelerine ilişkin
açıklaması                                                                                  832:833
     40.- İstanbul Milletvekili Mehmet Muş","Özgür Özel’e geçmiş olsun dileğinde bulunduğuna ilişkin açıklaması 826 39.- İstanbul Milletvekili Mehmet Muş, Ağrı Milletvekili Dirayet Dilan Taşdemir’in görüşülmekte olan 174 sıra sayılı Kanun Teklifi’nin ikinci bölümü üzerinde HDP Grubu adına yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 832:833 40.- İstanbul Milletvekili Mehmet Muş",apostrophe_removal,,[],,[]
"Özgür Özel, İstanbul Milletvekili Mehmet
Muş’un yaptığı açıklamasındaki bazı ifadelerine ilişkin tekraren açıklaması                  894
    65.- İstanbul Milletvekili Mehmet Muş","Özgür Özel, İstanbul Milletvekili Mehmet Muş’un yaptığı açıklamasındaki bazı ifadelerine ilişkin tekraren açıklaması 894 65.- İstanbul Milletvekili Mehmet Muş",apostrophe_removal,,[],,[]
"Mehmet Muş’un yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması            313:314
    34.- Siirt Milletvekili Meral Danış Beştaş",Mehmet Muş’un yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 313:314 34.- Siirt Milletvekili Meral Danış Beştaş,apostrophe_removal,CHP,[],CHP,[]
"Yıldırım Kaya’nın görüşülmekte olan
212 sıra sayılı Kanun Teklifi’nin tümü üzerinde CHP Grubu adına yaptığı
konuşmasındaki bazı ifadelerine ilişkin açıklaması                                        484
    46.- Çanakkale Milletvekili Bülent Turan",Yıldırım Kaya’nın görüşülmekte olan 212 sıra sayılı Kanun Teklifi’nin tümü üzerinde CHP Grubu adına yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 484 46.- Çanakkale Milletvekili Bülent Turan,apostrophe_removal,,[],,[]
Ali    Cumhur      Taşkın,Ali Cumhur Taşkın,apostrophe_removal,Adalet ve Kalkınma Partisi,"[26, 27]",Adalet ve Kalkınma Partisi,"[26, 27]"
"Ahmet Akın’ın görüşülmekte olan 207 sıra sayılı Kanun
Teklifi’nin 44’üncü maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki
bazı ifadelerine ilişkin açıklaması                                                      151
    54.- Siirt Milletvekili Meral Danış Beştaş",Ahmet Akın’ın görüşülmekte olan 207 sıra sayılı Kanun Teklifi’nin 44’üncü maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 151 54.- Siirt Milletvekili Meral Danış Beştaş,apostrophe_removal,,[],,[]
"Bülent Turan’ın yaptığı açıklamasındaki bazı ifadelerine ve iç ve dış
politika",Bülent Turan’ın yaptığı açıklamasındaki bazı ifadelerine ve iç ve dış politika,apostrophe_removal,,[],,[]
"Deniz Yavuzyılmaz’ın 104
sıra sayılı Kanun Teklifi’nin 11’inci maddesiyle ilgili önerge üzerinde yaptığı
konuşmasında Komisyonu itham altında bıraktığına ilişkin açıklaması                           858
      50.- Zonguldak Milletvekili Deniz Yavuzyılmaz",Deniz Yavuzyılmaz’ın 104 sıra sayılı Kanun Teklifi’nin 11’inci maddesiyle ilgili önerge üzerinde yaptığı konuşmasında Komisyonu itham altında bıraktığına ilişkin açıklaması 858 50.- Zonguldak Milletvekili Deniz Yavuzyılmaz,apostrophe_removal,,[],,[]
Mustafa     Levent    Karahocagil,Mustafa Levent Karahocagil,apostrophe_removal,Refah PartisiFazilet PartisiAdalet ve Kalkınma Partisi,[27],Refah PartisiFazilet PartisiAdalet ve Kalkınma Partisi,[27]
İmran     Kılıç,İmran Kılıç,apostrophe_removal,Adalet ve Kalkınma Partisi,"[26, 27]",Adalet ve Kalkınma Partisi,"[26, 27]"
"Mustafa Demir’in AK PARTİ olarak sağlık
çalışanlarının haklarını korumak için sağlıkta şiddetin önlenmesi kanun
teklifini Meclis Başkanlığına sunduklarına ve CHP’nin sürecin başından beri
destek taleplerine karşılık vermediğine ilişkin açıklaması                             526:527
     43.- Ankara Milletvekili Mustafa Destici",Mustafa Demir’in AK PARTİ olarak sağlık çalışanlarının haklarını korumak için sağlıkta şiddetin önlenmesi kanun teklifini Meclis Başkanlığına sunduklarına ve CHP’nin sürecin başından beri destek taleplerine karşılık vermediğine ilişkin açıklaması 526:527 43.- Ankara Milletvekili Mustafa Destici,apostrophe_removal,,[],,[]
Baki   Şimşek,Baki Şimşek,apostrophe_removal,Milliyetçi Hareket Partisi,"[25, 26, 27]",Milliyetçi Hareket Partisi,"[25, 26, 27]"
"Gamze Taşcıer’in görüşülmekte olan 207 sıra sayılı Kanun
Teklifi’nin 19’uncu maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki
bazı ifadelerine ilişkin açıklaması                                                    851:852
      28.- Siirt Milletvekili Meral Danış Beştaş",Gamze Taşcıer’in görüşülmekte olan 207 sıra sayılı Kanun Teklifi’nin 19’uncu maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 851:852 28.- Siirt Milletvekili Meral Danış Beştaş,apostrophe_removal,,[],,[]
Fatma    Kurtulan,Fatma Kurtulan,apostrophe_removal,,"[23, 27]",,"[23, 27]"
Erkan   Akçay,Erkan Akçay,apostrophe_removal,Milliyetçi Hareket Partisi(2007-günümüz),"[23, 24, 25, 26, 27, 28]",Milliyetçi Hareket Partisi(2007-günümüz),"[23, 24, 25, 26, 27, 28]"
Neslihan      Hancıoğlu’n,Neslihan Hancıoğlu’n,apostrophe_removal,Cumhuriyet Halk Partisi,[27],Cumhuriyet Halk Partisi,[27]
Hakkı   Saruhan     Oluç,Hakkı Saruhan Oluç,apostrophe_removal,Özgürlük ve Dayanışma Partisi(1996-2010)Eşitlik ve Demokrasi Partisi(2010-2011)Halkların Demokratik Partisi(2012-2023)Halkların Eşitlik ve Demokrasi Partisi(2023-günümüz),"[25, 27, 28]",Özgürlük ve Dayanışma Partisi(1996-2010)Eşitlik ve Demokrasi Partisi(2010-2011)Halkların Demokratik Partisi(2012-2023)Halkların Eşitlik ve Demokrasi Partisi(2023-günümüz),"[25, 27, 28]"
"Ebrü
Günay’ın HDP grup önerisi üzerinde HDP Grubu adına yaptığı konuşmasındaki
bazı ifadelerine ilişkin açıklaması                                                        819
    43.- İstanbul Milletvekili Mehmet Muş",Ebrü Günay’ın HDP grup önerisi üzerinde HDP Grubu adına yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 819 43.- İstanbul Milletvekili Mehmet Muş,apostrophe_removal,,[],,[]
"Ahmet Kamil Erozan’ın 176 sıra sayılı Kanun Teklifi’nin 26’ncı maddesiyle
ilgili önerge üzerinde yaptığı konuşmasına müdahale edilmemesi, saygıyla
dinlenmesi gerektiğine ilişkin açıklaması                                              884:885
      53.- Sakarya Milletvekili Muhammed Levent Bülbül","Ahmet Kamil Erozan’ın 176 sıra sayılı Kanun Teklifi’nin 26’ncı maddesiyle ilgili önerge üzerinde yaptığı konuşmasına müdahale edilmemesi, saygıyla dinlenmesi gerektiğine ilişkin açıklaması 884:885 53.- Sakarya Milletvekili Muhammed Levent Bülbül",apostrophe_removal,,[],,[]
Bayram     Yılmazkaya,Bayram Yılmazkaya,apostrophe_removal,Cumhuriyet Halk Partisi,[27],Cumhuriyet Halk Partisi,[27]
Semiha      Ekinci,Semiha Ekinci,apostrophe_removal,Adalet ve Kalkınma Partisi,[27],Adalet ve Kalkınma Partisi,[27]
Muhammet       Emin     Akbaşoğlu’n,Muhammet Emin Akbaşoğlu’n,apostrophe_removal,Adalet ve Kalkınma Partisi,"[25, 26, 27, 28]",Adalet ve Kalkınma Partisi,"[25, 26, 27, 28]"
"Kemal Bülbül’ün 106 sıra sayılı Kanun Teklifi’nin 5’inci
maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine
ilişkin açıklaması                                                                       275:276
      70.- Sakarya Milletvekili Muhammed Levent Bülbül",Kemal Bülbül’ün 106 sıra sayılı Kanun Teklifi’nin 5’inci maddesiyle ilgili önerge üzerinde yaptığı konuşmasındaki bazı ifadelerine ilişkin açıklaması 275:276 70.- Sakarya Milletvekili Muhammed Levent Bülbül,apostrophe_removal,,[],,[]
"Fatma
Kurtulan ile Manisa Milletvekili Özgür Özel’in yaptığı açıklamasındaki bazı
ifadelerine ilişkin açıklaması                                                           701:703
      40.- Erzurum Milletvekili Muhammet Naci Cinisli",Fatma Kurtulan ile Manisa Milletvekili Özgür Özel’in yaptığı açıklamasındaki bazı ifadelerine ilişkin açıklaması 701:703 40.- Erzurum Milletvekili Muhammet Naci Cinisli,apostrophe_removal,,[],,[]
Esin   Kara,Esin Kara,apostrophe_removal,,[27],,[27]
